Book Id,Title,Author,isbn,isbn13,publication_date,publisher,genres
34501,A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),Terry Pratchett,055255264X,9780552552646,5/5/2005,Corgi Childrens,Fantasy/Young Adult/Fiction/Humor/Childrens/Fantasy: Magic/Audiobook/Paranormal: Witches/Humor: Comedy/Science Fiction Fantasy
34503,The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett/Paul Kidby,60507772,9780060507770,8/20/2002,Harper Voyager,Fantasy/Fiction/Humor/Humor: Comedy/Sequential Art: Graphic Novels/Science Fiction Fantasy/Fantasy: Magic/Audiobook/Adventure/Sequential Art: Comics
34504,Wyrd Sisters (Discworld  #6; Witches #2),Terry Pratchett,61020664,9780061020667,2/6/2001,Hartorch,Fantasy/Fiction/Humor/Humor: Comedy/Paranormal: Witches/Science Fiction Fantasy/Fantasy: Magic/Audiobook/Fantasy: High Fantasy/Science Fiction
34505,A Tourist Guide to Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby,552146080,9780552146081,5/1/1998,Transworld Publishers,Fantasy/Fiction/Humor/Cartography: Maps/Reference/Humor: Comedy/Science Fiction Fantasy/Art/Fantasy: Comic Fantasy/Audiobook
34506,The Light Fantastic (Discworld  #2; Rincewind #2),Terry Pratchett,61020702,9780061020704,2/2/2000,HarperTorch,Fantasy/Fiction/Humor/Humor: Comedy/Science Fiction Fantasy/Fantasy: Magic/Adventure/Audiobook/Science Fiction/Novels
34507,Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,60855908,9780060855901,9/13/2005,Harper Perennial,Fantasy/Fiction/Humor/Humor: Comedy/Fantasy: Magic/Science Fiction Fantasy/Paranormal: Witches/Audiobook/Adventure/Novels
34508,Interesting Times: The Play,Stephen Briggs/Terry Pratchett,413772195,9780413772190,7/4/2002,Bloomsbury Methuen Drama,Fantasy/Humor/Fiction/Humor: Comedy/Science Fiction Fantasy/Science Fiction/Fantasy: Comic Fantasy/Fantasy: Magic/Speculative Fiction/Novels
34509,Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,552146730,9780552146739,11/1/2001,Corgi,Fantasy/Humor/Food and Drink: Cookbooks/Food and Drink: Cooking/Fiction/Food and Drink: Food/Humor: Comedy/Reference/Science Fiction Fantasy/Paranormal: Witches
34510,Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett,552152943,9780552152945,4/1/2005,Corgi,Fantasy/Fiction/Humor/Humor: Comedy/Science Fiction Fantasy/Audiobook/Fantasy: Magic/Adventure/Novels/Fantasy: Comic Fantasy
34515,Darwin's Watch (The Science of Discworld  #3),Terry Pratchett/Ian Stewart/Jack Cohen,91898242,9780091898243,8/3/2006,Ebury Press,Fantasy/Fiction/Humor/Humor: Comedy/Science: Popular Science/Science Fiction/Audiobook/Fantasy: Comic Fantasy/Science Fiction Fantasy/European Literature: British Literature
34517,Reaper Man (Discworld  #11; Death  #2),Terry Pratchett,552152951,9780552152952,4/1/2005,Corgi,Fantasy/Fiction/Humor/Humor: Comedy/Science Fiction Fantasy/Audiobook/Death/Fantasy: Magic/Novels/Fantasy: High Fantasy
34521,Only You Can Save Mankind (Johnny Maxwell  #1),Terry Pratchett,60541873,9780060541873,7/25/2006,HarperTrophy,Science Fiction/Fiction/Fantasy/Young Adult/Humor/Childrens/Humor: Comedy/Science Fiction Fantasy/Childrens: Middle Grade/Adventure
34523,The Flying Sorcerers: More Comic Tales of Fantasy,Peter Haining/Roald Dahl/Terry Pratchett/Angela Carter/Arthur C. Clarke/Kurt Vonnegut Jr./C.S. Lewis/P.G. Wodehouse/Michael Moorcock/L. Sprague de Camp/Fletcher Pratt/Eric Knight/Mervyn Peake/Piers Anthony/John Collier/Fredric Brown/Nelson S. Bond/Thomas M. Disch/Robert Bloch/Stephen Leacock/John Wyndham/Stanisław Lem/Cordwainer Smith/Robert Sheckley/William F. Nolan/Harry Harrison,1857237250,9781857237252,2/4/1999,Orbit,Fantasy/Short Stories/Fiction/Humor/Anthologies/Science Fiction/Humor: Comedy/Fantasy: Comic Fantasy/Science Fiction Fantasy
34524,Where's My Cow? (Discworld  #34.5),Terry Pratchett/Melvyn Grant,038560937X,9780385609371,10/1/2005,Doubleday,Fantasy/Humor/Fiction/Childrens/Childrens: Picture Books/Humor: Comedy/Young Adult/Science Fiction Fantasy/Short Stories/Fantasy: High Fantasy
34529,Lords and Ladies (Discworld  #14; Witches #4),Terry Pratchett,055215315X,9780552153157,8/1/2005,Corgi,Fantasy/Fiction/Humor/Humor: Comedy/Science Fiction Fantasy/Paranormal: Witches/Audiobook/Fantasy: Magic/Fantasy: High Fantasy/Novels
34530,Guards! Guards! (Discworld  #8),Terry Pratchett,613572173,9780613572170,7/31/2001,Turtleback Books,Fantasy/Fiction/Humor/Humor: Comedy/Fantasy: Dragons/Science Fiction Fantasy/Audiobook/Fantasy: Magic/Novels/Fantasy: High Fantasy
34532,Hogfather (Discworld  #20; Death  #4),Terry Pratchett,552154288,9780552154284,10/2/2006,Corgi,Fantasy/Fiction/Humor/Humor: Comedy/Holiday: Christmas/Science Fiction Fantasy/Audiobook/Fantasy: Magic/Fantasy: High Fantasy/Novels
34534,The Amazing Maurice and His Educated Rodents (Discworld  #28),Terry Pratchett,006001234X,9780060012342,11/6/2001,HarperCollins,Fantasy/Fiction/Young Adult/Humor/Childrens/Humor: Comedy/Animals/Science Fiction Fantasy/Audiobook/Fantasy: Magic
34535,Rincewind the Wizzard,Terry Pratchett,739403451,9780739403457,1/1/1999,Science Fiction Book Club,Fantasy/Humor/Fiction/Humor: Comedy/Science Fiction/Science Fiction Fantasy/Anthologies: Collections/European Literature: German Literature/Audiobook/Adventure
34539,Going Postal (Discworld  #33),Terry Pratchett,60013133,9780060013134,9/28/2004,Harper,Fantasy/Fiction/Humor/Humor: Comedy/Science Fiction Fantasy/Audiobook/Science Fiction/Adult/Novels/Young Adult
34540,The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett/Paul Kidby,057506885X,9780575068858,10/18/2001,Gollancz,Fantasy/Fiction/Humor/Humor: Comedy/Sequential Art: Graphic Novels/Science Fiction Fantasy/Fantasy: Magic/Audiobook/Adventure/Sequential Art: Comics
34541,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,61051586,9780061051586,9/8/1999,Harper Voyager,Fantasy/Fiction/Humor/Paranormal: Vampires/Humor: Comedy/Science Fiction Fantasy/Paranormal: Witches/Audiobook/Fantasy: Magic/Novels
34542,Truckers (Bromeliad Trilogy  #1),Terry Pratchett,60094966,9780060094966,4/1/2004,HarperCollins,Fantasy/Fiction/Humor/Young Adult/Childrens/Science Fiction/Humor: Comedy/Audiobook/Adventure/Science Fiction Fantasy
34544,X-Statix  Volume 1: Good Omens,Peter Milligan/Mike Allred/Paul Pope,785110593,9780785110590,1/1/2003,Marvel,Sequential Art: Comics/Superheroes: Marvel/Sequential Art: Graphic Novels/Marvel: X Men/Comics: Superheroes/Comics: Comic Book/Graphic Novels Comics
34545,Elliott Erwitt: Snaps,Murray Sayle/Charles Flowers/Elliott Erwitt,071484330X,9780714843308,6/1/2003,Phaidon Press,Art: Photography/Art/Reference/Nonfiction
34548,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,312291450,9780312291457,8/24/2002,L.A. Weekly Books,Nonfiction/Biography/Humor/Autobiography: Memoir/Biography: Autobiography/Culture: Film/Biography Memoir/Humor: Comedy/Media Tie In/Audiobook
34558,Real Ultimate Power: The Official Ninja Book,Robert  Hamburger,080652569X,9780806525693,7/1/2004,Citadel,Humor/Humor: Comedy/Fiction/Young Adult/Reference/Combat: Martial Arts
34570,Team Yankee,Harold Coyle,425110427,9780425110423,9/1/1988,Berkley,Fiction/War: Military Fiction/War/Thriller/Historical: Historical Fiction/Science Fiction: Alternate History/Action/Thriller: Mystery Thriller/Adventure/Novels
34578,At Sword's Point (Knights of the Blood  #2),Scott MacMillan/Katherine Kurtz,451454073,9780451454072,8/1/1994,Roc,Fantasy/Fiction/Paranormal: Vampires/Science Fiction Fantasy/Horror/Fantasy: Urban Fantasy
34596,Treasure of Khan (Dirk Pitt  #19),Clive Cussler/Dirk Cussler,399153691,9780399153693,11/28/2006,G.P. Putnam's Sons,Adventure/Fiction/Thriller/Action/Mystery/Historical: Historical Fiction/Thriller: Mystery Thriller/Suspense/Audiobook/Mystery: Crime
34600,The Treasure Principle: Unlocking the Secret of Joyful Giving,Randy Alcorn,1590525086,9781590525081,10/9/2001,Multnomah,Christian/Christian: Christian Living/Nonfiction/Religion: Christianity/Religion: Theology/Religion: Faith/Economics: Finance/Currency: Money/Christian: Christian Non Fiction/Spirituality
34601,Snow Treasure,Marie McSwigan/Mary Reardon,142402249,9780142402245,10/5/2006,Puffin Books,Historical: Historical Fiction/Fiction/Childrens/War: World War II/Adventure/Childrens: Middle Grade/Young Adult/Historical/Academic: School/Childrens: Juvenile
34605,The Damnation Game,Clive Barker,425188930,9780425188934,11/5/2002,Berkley Books,Horror/Fiction/Fantasy/Thriller/Fantasy: Supernatural/Novels/Fantasy: Dark Fantasy/Adult/Fantasy: Paranormal/Dark
34607,The Damnation Game,Clive Barker,517681137,9780517681138,1/13/1989,Random House,Horror/Fiction/Fantasy/Thriller/Fantasy: Supernatural/Novels/Fantasy: Dark Fantasy/Adult/Fantasy: Paranormal/Dark
34612,Texas Hold'em for Dummies,Mark Harlan,047004604X,9780470046043,10/1/2006,Wiley Publishing,Nonfiction/Reference/Sports and Games: Games
34627,Soldiers of Destruction: The SS Death's Head Division  1933-1945,Charles W. Sydnor Jr.,691008531,9780691008530,5/21/1990,Princeton University Press,History/Military: Military History/War: World War II/Nonfiction/Cultural: Germany/War/War: Military Fiction/World War II: Holocaust
34628,Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Maurice Wright/Paul Greengrass,670820555,9780670820559,7/30/1987,Viking Penguin Inc.,Nonfiction/History/Biography/Spy Thriller: Espionage/Autobiography: Memoir/Biography: Autobiography/Politics/Literature: Banned Books/Biography Memoir/War
34637,Nobody Loves a Centurion (SPQR  #6),John Maddox Roberts,312320191,9780312320195,10/10/2003,St. Martin's Griffin,Mystery/Historical: Historical Fiction/Fiction/Historical/Mystery: Historical Mystery/Mystery: Crime/Roman/Mystery: Detective/Audiobook/European Literature: German Literature
34641,The Centurion's Empire,Sean McMullen,812564758,9780812564754,5/15/1999,Tor Science Fiction,Science Fiction/Fiction/Fantasy/Historical: Historical Fiction/Science Fiction: Time Travel
34646,The Centurions (The Centurions  #1),Damion Hunter,345296915,9780345296917,11/12/1981,Ballantine Books,Historical: Historical Fiction/Fiction/War/Roman/Historical
34657,The Heights of Courage: A Tank Leader's War on the Golan,Avigdor Kahalani,275942694,9780275942694,2/28/1992,Praeger Publishers,History/War: Military Fiction/Military: Military History/Nonfiction/Cultural: Israel/Leadership/Autobiography: Memoir/Biography Memoir/Historical
34658,Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,1574889230,9781574889239,11/1/2005,Potomac Books,History/Nonfiction/Military: Military History/War: World War II/War: Military Fiction/War/Cultural: Japan/Military History: Naval History/North American Hi...: American History/Aviation
34662,Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome,Bob Madgic/William L. Crary/Adrian Esteban,1580801420,9781580801423,2/6/2007,Burford Books,Nonfiction/Adventure/Adventure: Survival/Nature: Outdoors/History/Environment: Nature/Mountaineering: Climbing/Autobiography: Memoir/Sports: Mountaineering/Biography
34663,Shattered Bonds: The Color of Child Welfare,Dorothy Roberts,465070590,9780465070596,12/25/2002,Civitas Books,Nonfiction/Race/Social Movements: Social Justice/Social Science: Social Work/Family Law: Fostering/Parenting: Adoption/Feminism/Sociology/Social Issues/Race: Ethnic Studies
34672,Shattered Dance,Caitlin Brennan,037380248X,9780373802487,9/26/2006,Luna Books,Fantasy/Romance/Fantasy: Epic Fantasy/Romance: Fantasy Romance/Young Adult/Animals: Horses/Fantasy: High Fantasy/Science Fiction/Science Fiction Fantasy/Fantasy: Magic
34678,The Shattered Land (Eberron: The Dreaming Dark  #2),Keith Baker,786938218,9780786938216,2/7/2006,Wizards of the Coast,Fantasy/Role Playing Games: Dungeons and Dragons/Fiction/Romance/Games: Role Playing Games/Novels/Fantasy: High Fantasy/Pulp
34687,Koko's Kitten,Francine Patterson/Ronald H. Cohn,590444255,9780590444255,6/1/1987,Scholastic Press,Nonfiction/Animals/Childrens: Picture Books/Childrens/Animals: Cats/Science/Biography/Environment: Nature/Childrens: Juvenile/Relationships
34706,13th Directorate,Barry Chubin,804104557,9780804104555,2/28/1989,Ivy Books,Fiction
34708,The Aviators (Brotherhood of War  #8),W.E.B. Griffin,515100536,9780515100532,5/1/1989,G.P. Putnam's Sons,Fiction/War: Military Fiction/Historical: Historical Fiction/War/Adventure/Historical/Thriller/Action/Aviation/Novels
34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,034546639X,9780345466396,5/4/2004,Ballantine Books,Nonfiction/Humor/Self Help/Philosophy/Writing: Essays/Inspirational/Short Stories/Psychology/Autobiography: Memoir/Education
34762,Legends  Lies  Cherished Myths of World History,Richard Shenkman,60922559,9780060922559,11/29/2011,William Morrow Paperbacks,History/Nonfiction/Reference/History: World History/Humor/Historical/Audiobook/Reference: Trivia
34766,Trevayne,Robert Ludlum,752858629,9780752858623,10/7/2004,Orion,Fiction/Thriller/Mystery/Spy Thriller: Espionage/Suspense/Thriller: Mystery Thriller/Thriller: Spy Thriller/Novels/Action/Adventure
34768,Trevayne,Jonathan Ryder/Robert Ludlum,044019069X,9780440190691,6/1/1986,Dell,Fiction/Thriller/Mystery/Spy Thriller: Espionage/Suspense/Thriller: Mystery Thriller/Thriller: Spy Thriller/Novels/Action/Adventure
34771,Red Phoenix,Larry Bond,751504351,9780751504354,4/25/1995,Warner Books (NY),Fiction/Thriller/War: Military Fiction/War/Historical: Historical Fiction/Action/Adventure/Suspense/Audiobook/Thriller: Mystery Thriller
34783,Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us,Rick Hicks/Kathy Hicks,1561796778,9781561796779,10/1/1999,Focus on the Family Publishing,Nonfiction
34789,The Boomer Bible,R.F. Laird,1563050757,9781563050756,1/10/1991,Workman Publishing Company,Humor;Fiction;Religion;Reference;Philosophy
34816,A Matter of Trust (Justice  #0),Radclyffe,1933110333,9781933110332,2/1/2006,Bold Strokes Books,LGBT: Lesbian/Romance/LGBT/Romance: Lesbian Romance/Lesbian: Lesbian Fiction/Fiction/Mystery/Audiobook/LGBT: Queer/Lesbian: Butch Femme
34819,A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,Diana Palmer,373771835,9780373771837,12/27/2005,Harlequin Books,Romance
34833,A Matter Of Trust,Deb Stover,821764608,9780821764602,1/1/2000,Kensington,Romance/Contemporary/Romance: Contemporary Romance/Fiction
34835,A Matter of Trust,Penny Jordan,373117191,9780373117192,12/23/1994,Harlequin Presents,Romance/Category Romance: Harlequin/Harlequin: Harlequin Presents
34844,Mortal Fear (Mississippi #1),Greg Iles,451180410,9780451180414,2/1/1998,Signet,Mystery/Thriller/Fiction/Suspense/Mystery: Crime/Thriller: Mystery Thriller/Horror/Audiobook/Novels/Mystery: Murder Mystery
34845,Mortal Fear,Robin Cook,330307606,9780330307604,3/23/1989,Pan,Fiction/Thriller/Mystery/Medical/Suspense/Horror/Thriller: Mystery Thriller/Science Fiction/Adult/Mystery: Crime
34852,Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen,1575662450,9781575662459,1/1/1998,Kensington,Mystery/Fiction/Mystery: Cozy Mystery
34856,Lonesome Dove,Larry McMurtry,068487122X,9780684871226,11/10/2000,Simon & Schuster,Fiction/Historical: Historical Fiction/Westerns/Classics/Historical/Adventure/Novels/Literature/Audiobook/Literature: American
34858,Comanche Moon,Larry McMurtry,684807548,9780684807546,11/6/1997,Simon & Schuster,Westerns/Fiction/Historical: Historical Fiction/Adventure/Historical/Novels/Audiobook/Literature: American/Literary Fiction/Literature
34866,Night of the Fox (Dougal Munro and Jack Carter #1),Jack Higgins,671728202,9780671728205,1/25/2008,Pocket Books,Fiction/Thriller/Historical: Historical Fiction/War/Spy Thriller: Espionage/War: World War II/Adventure/Suspense/Action/Mystery
34869,Mitla Pass,Leon Uris,553282808,9780553282801,10/1/1989,Bantam,Historical: Historical Fiction/Fiction/Historical/Cultural: Israel/Literature: Jewish/Thriller/Novels/War/Adventure/Adult Fiction
34871,The Complete Clive Barker's The Great And Secret Show,Chris Ryall/Gabriel Rodríguez/Clive Barker,1600100295,9781600100291,11/8/2006,IDW Publishing,Horror/Fantasy/Sequential Art: Graphic Novels/Sequential Art: Comics/Fiction/Graphic Novels Comics/Fantasy: Dark Fantasy/Comics: Comic Book/Thriller/Suspense
34873,The Great And Secret Show (Book of the Art #1),Clive Barker,000617695X,9780006176954,4/26/1990,Fontana Books,Horror/Fantasy/Fiction/Fantasy: Dark Fantasy/Thriller/Science Fiction/Novels/Fantasy: Urban Fantasy/Suspense/Fantasy: Supernatural
34881,Star Bright (Star Power  #8),Catherine Hapka,068987670X,9780689876707,4/26/2005,Aladdin Paperbacks,Juvenile Nonfiction
34889,Brown's Star Atlas: Showing All The Bright Stars With Full Instructions How To Find And Use Them For Navigational Purposes And Department Of Trade Examinations.,"Brown, Son & Ferguson",851742718,9780851742717,5/1/1977,Brown Son & Ferguson Ltd.,
34892,Bright Star's Promise,Karen A. Bale,821746219,9780821746219,7/1/1994,Zebra,Historical;Romance
34895,Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,744005833,9780744005837,11/8/2005,BradyGames,Fantasy
34897,The Dragon Reborn (The Wheel of Time  #3),Robert Jordan,765305119,9780765305114,9/14/2002,Tor Books,Fantasy/Fiction/Fantasy: Epic Fantasy/Fantasy: High Fantasy/Science Fiction Fantasy/Audiobook/Adventure/Epic/Fantasy: Magic/Adult
34898,My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,440421217,9780440421214,12/27/2005,Yearling,Fantasy/Childrens/Fiction/Classics/Childrens: Middle Grade/Fantasy: Dragons/Childrens: Chapter Books/Adventure/Childrens: Juvenile/Animals
34899,The Book of the Dragon,Ciruelo Cabral,1402728115,9781402728112,8/1/2005,Union Square Press,Fantasy/Fantasy: Dragons/Art/Fantasy: Mythology/Fiction/Reference/Folklore/Childrens: Picture Books
34901,Must Love Dragons (Immortally Sexy  #2),Stephanie Rowe,446617679,9780446617673,11/1/2006,Warner Forever,Fantasy: Paranormal/Romance/Romance: Paranormal Romance/Fantasy: Dragons/Fantasy/Fantasy: Magic/Paranormal: Shapeshifters/Humor/Fantasy: Supernatural/Paranormal: Demons
34902,Player's Handbook II,David Noonan,786939184,9780786939183,5/9/2006,Wizards of the Coast,Games: Role Playing Games/Games: Gaming/Fantasy/Role Playing Games: Dungeons and Dragons/Sports and Games: Games/Reference
34908,Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen,1416912274,9781416912279,9/26/2006,Simon & Schuster Books for Young Readers,Fantasy/Young Adult/Fantasy: Dragons/Fiction/Adventure/Historical: Historical Fiction/Childrens: Middle Grade/Fantasy: Mythology/Fantasy: Magic/Young Adult: Young Adult Fantasy
34909,The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen,449908402,9780449908402,8/3/1993,Ballantine Books,Spirituality;Self Help;Psychology;Biography;Nonfiction;Religion
34915,Running with the Demon (Word & Void #1),Terry Brooks,1857236076,9781857236071,7/16/1998,Orbit Books,Fantasy/Fiction/Fantasy: Urban Fantasy/Science Fiction Fantasy/Horror/Fantasy: Magic/Science Fiction/Fantasy: Epic Fantasy/Fantasy: Paranormal/Paranormal: Demons
34918,The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),Terry Brooks,1416502041,9781416502043,5/1/2005,Pocket Books,Fantasy/Fiction/Fantasy: High Fantasy/Fantasy: Epic Fantasy/Science Fiction Fantasy/Adventure/Science Fiction/Fantasy: Magic/Adult/Action
34921,The Black Unicorn (Magic Kingdom of Landover #2),Terry Brooks,345335287,9780345335289,8/12/1988,Del Rey Books,Fantasy/Fiction/Science Fiction Fantasy/Fantasy: Magic/Adventure/Humor/Fantasy: High Fantasy/Fantasy: Epic Fantasy/Young Adult/Adult
34922,Der Sohn von Shannara,Terry Brooks/Tony Westermayr,3442249759,9783442249756,12/1/2000,Goldmann,Fantasy/Fiction/Science Fiction Fantasy/Fantasy: Epic Fantasy/Fantasy: Magic/Fantasy: High Fantasy/Science Fiction/Epic/Fantasy: Elves/Adventure
34938,First King of Shannara (Shannara Prequel),Terry Brooks,517199963,9780517199961,3/19/1996,Random House Value Publishing,Fantasy/Fiction/Fantasy: Epic Fantasy/Science Fiction Fantasy/Fantasy: High Fantasy/Adventure/Fantasy: Magic/Epic/Science Fiction/Adult
34939,The Best of Lester Del Rey,Lester del Rey/Terry Brooks,034543949X,9780345439499,6/6/2000,Del Rey,Science Fiction/Short Stories/Fiction/Anthologies: Collections/Anthologies
34941,The Phantom Menace (Star Wars: Novelizations  #1),Terry Brooks/George Lucas,99409968,9780099409960,3/2/2000,Arrow,Media Tie In: Star Wars/Science Fiction/Fiction/Fantasy/Science Fiction Fantasy/Adventure/Audiobook/Space: Space Opera/Novels/Media Tie In
34948,L'epée de Shannara,Terry Brooks/Rosalie Guillaume,2914370318,9782914370318,11/27/2002,Bragelonne,Fantasy
34963,Star Wars. Episode I - Die dunkle Bedrohung,Terry Brooks/George Lucas/Regina Winter,3442352436,9783442352432,8/1/1999,Blanvalet Taschenbuch Verlag,Media Tie In: Star Wars/Science Fiction/Fiction/Fantasy/Science Fiction Fantasy/Adventure/Audiobook/Space: Space Opera/Novels/Media Tie In
34985,The Deming Management Method,Mary Walton,1852521414,9781852521417,10/1/1992,Management Books 2000,Business/Business: Management/Reference/Nonfiction/Computer Science: Programming/Economics/Leadership
34988,The Scions of Shannara (Heritage of Shannara  #1),Terry Brooks,1857230752,9781857230758,10/5/2006,Orbit,Fantasy/Fiction/Fantasy: Epic Fantasy/Science Fiction Fantasy/Fantasy: High Fantasy/Adventure/Fantasy: Magic/Science Fiction/Epic/Adult
34992,The Three Musketeers (Classic Starts),Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober,1402736959,9781402736957,2/1/2007,Sterling Publishing Co.  Inc.,Classics/Fiction/Historical: Historical Fiction/Childrens/Historical/Adventure
35002,The One Minute Minute Sales Person,Spencer Johnson,7104847,9780007104840,6/1/2000,HarperCollins Publishers,Business/Nonfiction/Self Help/Psychology/Business: Management/Audiobook/Self Help: Personal Development/Buisness/Economics: Finance/Business: Entrepreneurship
35046,JLA  Vol. 14: Trial by Fire,Joe Kelly/Doug Mahnke/Tom Nguyen,140120242X,9781401202422,10/1/2004,DC Comics,Sequential Art: Comics/Sequential Art: Graphic Novels/Superheroes: Dc Comics/Comics: Superheroes/Comics: Comic Book/Graphic Novels Comics/Dc Comics: Batman
35047,Manhunter  Vol. 2: Trial by Fire,Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker,1401211984,9781401211981,1/3/2007,DC Comics,Sequential Art: Comics/Sequential Art: Graphic Novels/Superheroes: Dc Comics/Comics: Superheroes/Fiction/Comics: Comic Book/Graphic Novels Comics/Science Fiction/Adventure
35048,Trial by Fire (Stargate SG-1  #1),Sabine C. Bauer,954734300,9780954734305,6/1/2006,Fandemonium Books,Science Fiction;Fiction;Media Tie In;Space;Adventure
35050,Trial By Fire,D.W. Buffa,451412125,9780451412126,4/4/2006,Onyx,Mystery/Thriller/Fiction/Thriller: Legal Thriller
35052,Trial by Fire (Newpointe 911 #4),Terri Blackstock,310217601,9780310217602,10/18/2000,Zondervan,Christian Fiction/Christian/Fiction/Mystery/Suspense/Romance/Thriller: Mystery Thriller/Contemporary/Mystery: Crime/Adult
35054,Sahara (Dirk Pitt  #11),Clive Cussler,1416513418,9781416513414,3/1/2005,Pocket Books,Fiction/Adventure/Thriller/Action/Mystery/Suspense/Thriller: Mystery Thriller/Cultural: Africa/Historical: Historical Fiction/Adult Fiction
35056,Sahara (Dirk Pitt  #11),Clive Cussler,671521101,9780671521103,3/1/1995,Pocket Books,Fiction/Adventure/Thriller/Action/Mystery/Suspense/Thriller: Mystery Thriller/Cultural: Africa/Historical: Historical Fiction/Adult Fiction
35057,Africa South of the Sahara: A Geographical Interpretation (Texts In Regional Geography),Robert Stock,1572308680,9781572308688,5/4/2004,The Guilford Press,Cultural: Africa
35061,Ellora's Cavemen: Dreams of the Oasis Volume II,Sylvia Day/B.J. McCall/Sahara Kelly/Elisa Adams/Denise A. Agnew/Anna J. Evans,1419954482,9781419954481,10/1/2005,Ellora's Cave,Anthologies/Adult Fiction: Erotica/Fantasy/Romance: Erotic Romance/Romance: Contemporary Romance/Romance
35081,Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield,Mark Nesbitt,939631903,9780939631902,10/1/1995,Thomas Publications (PA),Military History: Civil War/Fantasy: Paranormal/Paranormal: Ghosts/History/Horror: Ghost Stories/Nonfiction
35088,SeinLanguage,Jerry Seinfeld,553096060,9780553096064,9/1/1993,Bantam,Humor/Nonfiction/Humor: Comedy/Biography/Autobiography: Memoir/Biography: Autobiography/Writing: Essays/Humor: Comedian/Comedy: Stand Up/Literature: American
35090,Der Richter und sein Henker,Friedrich Dürrenmatt/John J. Neumaier/William Gillis,395044995,9780395044995,6/23/1972,Houghton Mifflin Company,Classics/Fiction/European Literature: German Literature/Mystery: Crime/Academic: School/Mystery/Academic: Read For School/Novels/Literature/Literature: 20th Century
35092,It Doesn't Take a Hero: The Autobiography of General H. Norman Schwarzkopf,Norman Schwarzkopf/Peter Petre,553563386,9780553563382,9/1/1993,Bantam,Biography/War: Military Fiction/History/Nonfiction/Military: Military History/Biography: Autobiography/Leadership/Autobiography: Memoir/War/Biography Memoir
35100,Battle Cry of Freedom,James M. McPherson,019516895X,9780195168952,12/11/2003,Oxford University Press  USA,History/Nonfiction/Military History: Civil War/North American Hi...: American History/War/American History: American Civil War/Military: Military History/War: Military Fiction/Politics/Historical
35106,The Straight Dope,Cecil Adams,345422910,9780345422910,2/24/1998,Ballantine Books,Nonfiction/Reference/Reference: Trivia/Humor/Science/History/Cultural/Writing: Essays/Folklore/Anthologies: Collections
35108,Return of the Straight Dope,Cecil Adams/Ed Zotti/Slug Signorino,345381114,9780345381118,3/12/1999,Ballantine,Reference: Trivia/Nonfiction/Reference/Humor
35110,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix),Richard P. Feynman/Robert B. Leighton/Matthew L. Sands/Paul Davies,201408252,9780201408256,4/10/1996,Basic Books,Science/Science: Physics/Nonfiction/Science: Popular Science/Writing: Essays/Science: Mathematics/Education/Classics/Reference/Literature: 20th Century
35111,The Feynman Lectures on Physics Vol 2,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,805390472,9780805390476,9/1/2005,Pearson Education,Science: Physics/Science/Nonfiction/Textbooks/Reference/Science: Mathematics/Education/Science: Engineering/Physics: Quantum Mechanics
35115,Sliding Scales (Pip & Flinx #10),Alan Dean Foster,345461584,9780345461582,9/27/2005,Del Rey Books,Science Fiction/Fantasy/Fiction/Space: Space Opera/Adventure/Science Fiction Fantasy/Science Fiction: Aliens/Space/Young Adult/Audiobook
35116,Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8),Alan Dean Foster,345495845,9780345495846,9/5/2006,Del Rey Books,Media Tie In: Star Trek/Science Fiction
35120,Star Trek: Logs One and Two (Star Trek: Log  #1-2),Alan Dean Foster,345495810,9780345495815,9/5/2006,Del Rey Books,Media Tie In: Star Trek/Science Fiction
